ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Position,Speaker,original_data
swh_conversation_1980_01-3,SWH,Kwani unaitwaje?,,,What's your name?,,,,,1,"{""Entry"": ""3"", ""Speaker"": ""1"", ""Swahili"": ""Kwani unaitwaje?"", ""English"": ""What's your name?""}"
swh_conversation_1980_01-4,SWH,Jina yangu naitwa Mtoro.,,,My name is Smith.,,,,,2,"{""Entry"": ""4"", ""Speaker"": ""2"", ""Swahili"": ""Jina yangu naitwa Mtoro."", ""English"": ""My name is Smith.""}"
swh_conversation_1980_01-5,SWH,"Mtoro, mimi pia naitwa Hanif.",,,"Smith, and my name is George.",,,,,1,"{""Entry"": ""5"", ""Speaker"": ""1"", ""Swahili"": ""Mtoro, mimi pia naitwa Hanif."", ""English"": ""Smith, and my name is George.""}"
swh_conversation_1980_01-6,SWH,Habari yako?,,,How are you?,,,,,2,"{""Entry"": ""6"", ""Speaker"": ""2"", ""Swahili"": ""Habari yako?"", ""English"": ""How are you?""}"
swh_conversation_1980_01-7,SWH,Salaama.  Ulitoka Kenya lini?,,,Fine.  When did you leave Kenya?,,,,,1,"{""Entry"": ""7"", ""Speaker"": ""1"", ""Swahili"": ""Salaama.  Ulitoka Kenya lini?"", ""English"": ""Fine.  When did you leave Kenya?""}"
swh_conversation_1980_01-8,SWH,Nilitoka Kenya mwezi jana.,,,I left Kenya last month.,,,,,2,"{""Entry"": ""8"", ""Speaker"": ""2"", ""Swahili"": ""Nilitoka Kenya mwezi jana."", ""English"": ""I left Kenya last month.""}"
swh_conversation_1980_01-9,SWH,"Mwezi jana, nzuri.  Mimi pia nish ishi hapa sasa karibu miaka mwili.",,,"Last month, that's good.  I have been here for about two years.",,,,,1,"{""Entry"": ""9"", ""Speaker"": ""1"", ""Swahili"": ""Mwezi jana, nzuri.  Mimi pia nish ishi hapa sasa karibu miaka mwili."", ""English"": ""Last month, that's good.  I have been here for about two years.""}"
swh_conversation_1980_01-10,SWH,"Miaka miwili, sasa wewe umeshakoa muamericano.",,,Two years!  Now you have become an American.,,,,,2,"{""Entry"": ""10"", ""Speaker"": ""2"", ""Swahili"": ""Miaka miwili, sasa wewe umeshakoa muamericano."", ""English"": ""Two years!  Now you have become an American.""}"
swh_conversation_1980_01-11,SWH,Bado sijakuwa Muamerica.  Atanafikiri sitaki-kuwa Muamerica.,,,"Not yet, I haven't become an American and I don't want to be one.",,,,,1,"{""Entry"": ""11"", ""Speaker"": ""1"", ""Swahili"": ""Bado sijakuwa Muamerica.  Atanafikiri sitaki-kuwa Muamerica."", ""English"": ""Not yet, I haven't become an American and I don't want to be one.""}"
swh_conversation_1980_01-12,SWH,Kweli,,,Is that so,,,,,2,"{""Entry"": ""12"", ""Speaker"": ""2"", ""Swahili"": ""Kweli"", ""English"": ""Is that so""}"
swh_conversation_1980_01-13,SWH,Safari yako kutoka Kenya ili kwaje?,,,How was your trip from Kenya?,,,,,1,"{""Entry"": ""13"", ""Speaker"": ""1"", ""Swahili"": ""Safari yako kutoka Kenya ili kwaje?"", ""English"": ""How was your trip from Kenya?""}"
swh_conversation_1980_01-14,SWH,Safari ilikuwa nzuri. Nilichukua karibu saa ishirini-na-moja kufika hapa.,,,The trip was fine.  It took me twenty-one hours to get here.,,,,,2,"{""Entry"": ""14"", ""Speaker"": ""2"", ""Swahili"": ""Safari ilikuwa nzuri. Nilichukua karibu saa ishirini-na-moja kufika hapa."", ""English"": ""The trip was fine.  It took me twenty-one hours to get here.""}"
swh_conversation_1980_01-15,SWH,Ulichukua njia ngani kuja hapa?,,,What route did you take to get here?,,,,,1,"{""Entry"": ""15"", ""Speaker"": ""1"", ""Swahili"": ""Ulichukua njia ngani kuja hapa?"", ""English"": ""What route did you take to get here?""}"
swh_conversation_1980_01-16,SWH,Nilichukua ila Kenya Airways mpaka London halafo nikachukua British-Airways mpaka hapa.,,,I took Kenya-Airways to London and then took British-Airways to here.,,,,,2,"{""Entry"": ""16"", ""Speaker"": ""2"", ""Swahili"": ""Nilichukua ila Kenya Airways mpaka London halafo nikachukua British-Airways mpaka hapa."", ""English"": ""I took Kenya-Airways to London and then took British-Airways to here.""}"
swh_conversation_1980_01-17,SWH,Safari ilikuwa njema?,,,Was the journey fine?,,,,,1,"{""Entry"": ""17"", ""Speaker"": ""1"", ""Swahili"": ""Safari ilikuwa njema?"", ""English"": ""Was the journey fine?""}"
swh_conversation_1980_01-18,SWH,Ilikuwa nzuri sana.,,,It was very good.,,,,,2,"{""Entry"": ""18"", ""Speaker"": ""2"", ""Swahili"": ""Ilikuwa nzuri sana."", ""English"": ""It was very good.""}"
swh_conversation_1980_01-19,SWH,Mimi-pia nilichukua safari kama yako.  Kutoka Kenya mpaka ulaya wa kutoka ulaya mpaka hapa America.,,,I took a similar trip too.  From Kenya to England and then from England to America.,,,,,1,"{""Entry"": ""19"", ""Speaker"": ""1"", ""Swahili"": ""Mimi-pia nilichukua safari kama yako.  Kutoka Kenya mpaka ulaya wa kutoka ulaya mpaka hapa America."", ""English"": ""I took a similar trip too.  From Kenya to England and then from England to America.""}"
swh_conversation_1980_01-20,SWH,Lakini unajua kwamba mimi nilipofika huko kwa airport,,,But do you know that when I arrived at the airport,,,,,2,"{""Entry"": ""20"", ""Speaker"": ""2"", ""Swahili"": ""Lakini unajua kwamba mimi nilipofika huko kwa airport"", ""English"": ""But do you know that when I arrived at the airport""}"
swh_conversation_1980_01-21,SWH,wapi?,,,where?,,,,,1,"{""Entry"": ""21"", ""Speaker"": ""1"", ""Swahili"": ""wapi?"", ""English"": ""where?""}"
swh_conversation_1980_01-22,SWH,Hapa airport ya L.A. nika pata wakora wengene bwana waka ni nyanganya dola sitini bwana.,,,Here at L.A. I met some con-men who tricked sixty dollars out of me.,,,,,2,"{""Entry"": ""22"", ""Speaker"": ""2"", ""Swahili"": ""Hapa airport ya L.A. nika pata wakora wengene bwana waka ni nyanganya dola sitini bwana."", ""English"": ""Here at L.A. I met some con-men who tricked sixty dollars out of me.""}"
swh_conversation_1980_01-23,SWH,Namna ngani?,,,How did they do it?,,,,,1,"{""Entry"": ""23"", ""Speaker"": ""1"", ""Swahili"": ""Namna ngani?"", ""English"": ""How did they do it?""}"
swh_conversation_1980_01-24,SWH,Ati hiyo ni feya ya hapa. Kutoka airport mpaka hapa bwana.,,,They said that the fare from the airport to here is that amount.,,,,,2,"{""Entry"": ""24"", ""Speaker"": ""2"", ""Swahili"": ""Ati hiyo ni feya ya hapa. Kutoka airport mpaka hapa bwana."", ""English"": ""They said that the fare from the airport to here is that amount.""}"
swh_conversation_1980_01-25,SWH,Wato wa taxi?,,,Were they taxi drivers?,,,,,1,"{""Entry"": ""25"", ""Speaker"": ""1"", ""Swahili"": ""Wato wa taxi?"", ""English"": ""Were they taxi drivers?""}"
swh_conversation_1980_01-26,SWH,Ndiyo,,,yes,,,,,2,"{""Entry"": ""26"", ""Speaker"": ""2"", ""Swahili"": ""Ndiyo"", ""English"": ""yes""}"
swh_conversation_1980_01-27,SWH,Pangine walijua kwamba wewe si Mwaamerica.,,,Probably they found out that you were not an American.,,,,,1,"{""Entry"": ""27"", ""Speaker"": ""1"", ""Swahili"": ""Pangine walijua kwamba wewe si Mwaamerica."", ""English"": ""Probably they found out that you were not an American.""}"
swh_conversation_1980_01-28,SWH,Niliwambia mimi si Mwaamerica.  Nilisema mimi ni mgani.  Nilitaka wani lete huko kwa Student Center.,,,I told them that I was not an American.  I told them that I was  guest here and I wanted to go to the Student Center.,,,,,2,"{""Entry"": ""28"", ""Speaker"": ""2"", ""Swahili"": ""Niliwambia mimi si Mwaamerica.  Nilisema mimi ni mgani.  Nilitaka wani lete huko kwa Student Center."", ""English"": ""I told them that I was not an American.  I told them that I was  guest here and I wanted to go to the Student Center.""}"
swh_conversation_1980_01-29,SWH,Hapa lazima ujichunge.  Kuna wakora wengi sana hapa.,,,You must take care here since there are a lot of con men around,,,,,1,"{""Entry"": ""29"", ""Speaker"": ""1"", ""Swahili"": ""Hapa lazima ujichunge.  Kuna wakora wengi sana hapa."", ""English"": ""You must take care here since there are a lot of con men around""}"
swh_conversation_1980_01-30,SWH,Sikujua.  Nilifikiri hawajamaa wanaweza kuwa waminifu.,,,I did not know that.  I thought that these people would be trustworthy.,,,,,2,"{""Entry"": ""30"", ""Speaker"": ""2"", ""Swahili"": ""Sikujua.  Nilifikiri hawajamaa wanaweza kuwa waminifu."", ""English"": ""I did not know that.  I thought that these people would be trustworthy.""}"
swh_conversation_1980_01-31,SWH,Hapa ni mahali mbaya sana.  Mimi-pia siku nilifika hapa.  Kwanza nilikaa airport nakuangalia vile vitu viliandelea.  Halafu bahati yangu nili pata Mama mzee anafanya kazi kule.  Alinisaidia.  Alinitafutia taxi driver.,,,"This could be a very bad place.  The day I arrived here, I had to sit at the airport and watch what was going on.  Luckily I found a woman who worked there who found me a good Taxi driver.",,,,,1,"{""Entry"": ""31"", ""Speaker"": ""1"", ""Swahili"": ""Hapa ni mahali mbaya sana.  Mimi-pia siku nilifika hapa.  Kwanza nilikaa airport nakuangalia vile vitu viliandelea.  Halafu bahati yangu nili pata Mama mzee anafanya kazi kule.  Alinisaidia.  Alinitafutia taxi driver."", ""English"": ""This could be a very bad place.  The day I arrived here, I had to sit at the airport and watch what was going on.  Luckily I found a woman who worked there who found me a good Taxi driver.""}"
swh_conversation_1980_01-32,SWH,Sasa katika hii miaka umesha kuwa hapa unaonate?,,,"Since these years that you have been here, how do you like it here?",,,,,2,"{""Entry"": ""32"", ""Speaker"": ""2"", ""Swahili"": ""Sasa katika hii miaka umesha kuwa hapa unaonate?"", ""English"": ""Since these years that you have been here, how do you like it here?""}"
swh_conversation_1980_01-33,SWH,"Vitu zina endelea vizuri, darasa zangu zina endelea vizuri.  Na poa tu na maisha.  Natafuta kazi.  Nikipata kazi takuwa njema.  Yani nipate pesa ya-kutumia hivo-na-hivo.",,,Things are going on good.  My classes are going on well and I am just cooling off.  I am looking for a job.  If I get a job would be fine so that I can get the money to spend here and there.,,,,,1,"{""Entry"": ""33"", ""Speaker"": ""1"", ""Swahili"": ""Vitu zina endelea vizuri, darasa zangu zina endelea vizuri.  Na poa tu na maisha.  Natafuta kazi.  Nikipata kazi takuwa njema.  Yani nipate pesa ya-kutumia hivo-na-hivo."", ""English"": ""Things are going on good.  My classes are going on well and I am just cooling off.  I am looking for a job.  If I get a job would be fine so that I can get the money to spend here and there.""}"
swh_conversation_1980_01-34,SWH,Kweli,,,Is that so,,,,,2,"{""Entry"": ""34"", ""Speaker"": ""2"", ""Swahili"": ""Kweli"", ""English"": ""Is that so""}"
swh_conversation_1980_01-35,SWH,Na darasa zako zina-endeleyaje?,,,How are your classes going on?,,,,,1,"{""Entry"": ""35"", ""Speaker"": ""1"", ""Swahili"": ""Na darasa zako zina-endeleyaje?"", ""English"": ""How are your classes going on?""}"
swh_conversation_1980_01-36,SWH,Zina endelea vizuri.  Isopokua nimeshakua na tabu ya nyumba.  Sasa nimepata nyumba na sasa nafikiri nitakaa vizuri nisome.,,,"They are going on just fine.  I had a problem of housing but since I have found a place to live, I think I am going to live well.",,,,,2,"{""Entry"": ""36"", ""Speaker"": ""2"", ""Swahili"": ""Zina endelea vizuri.  Isopokua nimeshakua na tabu ya nyumba.  Sasa nimepata nyumba na sasa nafikiri nitakaa vizuri nisome."", ""English"": ""They are going on just fine.  I had a problem of housing but since I have found a place to live, I think I am going to live well.""}"
swh_conversation_1980_01-37,SWH,"Sasa umepata nyumba, unakaa pekeyako ama unaishi na rafiki?",,,"Now since you have a place to live, do you live alone or do you have a room-mate?",,,,,1,"{""Entry"": ""37"", ""Speaker"": ""1"", ""Swahili"": ""Sasa umepata nyumba, unakaa pekeyako ama unaishi na rafiki?"", ""English"": ""Now since you have a place to live, do you live alone or do you have a room-mate?""}"
swh_conversation_1980_01-38,SWH,Sasa naishi pekeyangu.  Hiyo ndiyo mimi nikuwa natafuta.,,,I live alone.  That's what I wanted.,,,,,2,"{""Entry"": ""38"", ""Speaker"": ""2"", ""Swahili"": ""Sasa naishi pekeyangu.  Hiyo ndiyo mimi nikuwa natafuta."", ""English"": ""I live alone.  That's what I wanted.""}"
swh_conversation_1980_01-39,SWH,Nzuri.  Gharama bai-ghali ama nisawa?,,,That's fine.  How's the rent?,,,,,1,"{""Entry"": ""39"", ""Speaker"": ""1"", ""Swahili"": ""Nzuri.  Gharama bai-ghali ama nisawa?"", ""English"": ""That's fine.  How's the rent?""}"
swh_conversation_1980_01-40,SWH,Huko mahali nilipokua juzi nilikuwa nilikuwa pesa mingi sana.  Lakini sasa nimeongeza pesa kidogo na sasa nina nyumba yote kubwa kwangu.,,,Where I used to live before was expensive but now I pay a little more but I have the whole place for myself.,,,,,2,"{""Entry"": ""40"", ""Speaker"": ""2"", ""Swahili"": ""Huko mahali nilipokua juzi nilikuwa nilikuwa pesa mingi sana.  Lakini sasa nimeongeza pesa kidogo na sasa nina nyumba yote kubwa kwangu."", ""English"": ""Where I used to live before was expensive but now I pay a little more but I have the whole place for myself.""}"
swh_conversation_1980_01-41,SWH,Nyumba ina jikoni na nyumba-ya-kulala?,,,Does it have a kitchen and a living-room?,,,,,1,"{""Entry"": ""41"", ""Speaker"": ""1"", ""Swahili"": ""Nyumba ina jikoni na nyumba-ya-kulala?"", ""English"": ""Does it have a kitchen and a living-room?""}"
swh_conversation_1980_01-42,SWH,Ina kila-kito ninataka.,,,It has everything.,,,,,2,"{""Entry"": ""42"", ""Speaker"": ""2"", ""Swahili"": ""Ina kila-kito ninataka."", ""English"": ""It has everything.""}"
swh_conversation_1980_01-43,SWH,Nzuri.  Ina viombo ama unataka nununua viombo?,,,Do you have utensils or are you going to buy them?,,,,,1,"{""Entry"": ""43"", ""Speaker"": ""1"", ""Swahili"": ""Nzuri.  Ina viombo ama unataka nununua viombo?"", ""English"": ""Do you have utensils or are you going to buy them?""}"
swh_conversation_1980_01-44,SWH,Nimeshanunua viombo muhimu,,,I have bought important ones.,,,,,2,"{""Entry"": ""44"", ""Speaker"": ""2"", ""Swahili"": ""Nimeshanunua viombo muhimu"", ""English"": ""I have bought important ones.""}"
swh_conversation_1980_01-45,SWH,Una sahani sufira?,,,You have plates and pots?,,,,,1,"{""Entry"": ""45"", ""Speaker"": ""1"", ""Swahili"": ""Una sahani sufira?"", ""English"": ""You have plates and pots?""}"
swh_conversation_1980_01-46,SWH,Hizo ninaye.,,,Those I have.,,,,,2,"{""Entry"": ""46"", ""Speaker"": ""2"", ""Swahili"": ""Hizo ninaye."", ""English"": ""Those I have.""}"
swh_conversation_1980_01-47,SWH,Viti?,,,Chairs?,,,,,1,"{""Entry"": ""47"", ""Speaker"": ""1"", ""Swahili"": ""Viti?"", ""English"": ""Chairs?""}"
swh_conversation_1980_01-48,SWH,Viti viko ndani.,,,Chairs too.,,,,,2,"{""Entry"": ""48"", ""Speaker"": ""2"", ""Swahili"": ""Viti viko ndani."", ""English"": ""Chairs too.""}"
swh_conversation_1980_01-49,SWH,Na kitanda pia?,,,Bed too?,,,,,1,"{""Entry"": ""49"", ""Speaker"": ""1"", ""Swahili"": ""Na kitanda pia?"", ""English"": ""Bed too?""}"
swh_conversation_1980_01-50,SWH,Hata kitanda iko.,,,Even a bed.,,,,,2,"{""Entry"": ""50"", ""Speaker"": ""2"", ""Swahili"": ""Hata kitanda iko."", ""English"": ""Even a bed.""}"
swh_conversation_1980_01-51,SWH,Basi sasa umesha poa kidogo naona.,,,Now I see that you can relax.,,,,,1,"{""Entry"": ""51"", ""Speaker"": ""1"", ""Swahili"": ""Basi sasa umesha poa kidogo naona."", ""English"": ""Now I see that you can relax.""}"
swh_conversation_1980_01-52,SWH,Nimesha poa sana.  Nafikiri sasa ninaona kama nimesha anza kuishi.,,,I have relaxed.  I see that I have started to live now.,,,,,2,"{""Entry"": ""52"", ""Speaker"": ""2"", ""Swahili"": ""Nimesha poa sana.  Nafikiri sasa ninaona kama nimesha anza kuishi."", ""English"": ""I have relaxed.  I see that I have started to live now.""}"
swh_conversation_1980_01-53,SWH,Usha-anza kufahamu Los Angeles?  Usha-anza kutembea hapa na pale?,,,Are you getting familiar with L.A.?  Have you started visiting the different places here and there?,,,,,1,"{""Entry"": ""53"", ""Speaker"": ""1"", ""Swahili"": ""Usha-anza kufahamu Los Angeles?  Usha-anza kutembea hapa na pale?"", ""English"": ""Are you getting familiar with L.A.?  Have you started visiting the different places here and there?""}"
swh_conversation_1980_01-54,SWH,Matambezi ndiyo sijafanya sana.  Kwamana ilikuwa nafikiri kutembea lazima uwe kama ushkaa vizuri.,,,I have started traveling.  I think that one has to live well before one can go about visiting places.,,,,,2,"{""Entry"": ""54"", ""Speaker"": ""2"", ""Swahili"": ""Matambezi ndiyo sijafanya sana.  Kwamana ilikuwa nafikiri kutembea lazima uwe kama ushkaa vizuri."", ""English"": ""I have started traveling.  I think that one has to live well before one can go about visiting places.""}"
swh_conversation_1980_01-55,SWH,"Ndiyo, lazima kama usha kaa vizuri, sasa mafikiro zingene zita potea uki-kaa vizuri.",,,"Yes, one must live well in order to get rid of the different problems.",,,,,1,"{""Entry"": ""55"", ""Speaker"": ""1"", ""Swahili"": ""Ndiyo, lazima kama usha kaa vizuri, sasa mafikiro zingene zita potea uki-kaa vizuri."", ""English"": ""Yes, one must live well in order to get rid of the different problems.""}"
swh_conversation_1980_01-56,SWH,"Nafikiri vile, sasa ndiyo nataka kuanza matembezi vizuri.",,,"Yes, I think so, it's now that I want to go about visiting places.",,,,,2,"{""Entry"": ""56"", ""Speaker"": ""2"", ""Swahili"": ""Nafikiri vile, sasa ndiyo nataka kuanza matembezi vizuri."", ""English"": ""Yes, I think so, it's now that I want to go about visiting places.""}"
swh_conversation_1980_01-57,SWH,ushaanza kupata rafiki nzuri?,,,Have you made a lot of friends?,,,,,1,"{""Entry"": ""57"", ""Speaker"": ""1"", ""Swahili"": ""ushaanza kupata rafiki nzuri?"", ""English"": ""Have you made a lot of friends?""}"
